,name,site_url,country,bias,factual,press_freedom,media_type,popularity,MBFC_credibility,image_url,page_url,biaser
1728,WCMH – Columbus,https://www.nbc4i.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wcmh-columbus-bias/,mediabiasfactcheck.com
1729,WCNC – Charlotte News,https://www.wcnc.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wcnc-charlotte-news-bias/,mediabiasfactcheck.com
1730,WCPO – Cincinnati News,https://www.wcpo.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wcpo-cincinnati-news-bias/,mediabiasfactcheck.com
1731,WCSC – Charleston News,https://www.live5news.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/wcsc-charleston-news/,mediabiasfactcheck.com
1732,WCTV Eyewitness News,https://www.wctv.tv/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/wctv-eyewitness-news/,mediabiasfactcheck.com
1733,WCVB – Boston News,https://www.wcvb.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/wcvb-boston-news-bias/,mediabiasfactcheck.com
1734,WDAF – Kansas City News,https://fox4kc.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wdaf-kansas-city-news-bias/,mediabiasfactcheck.com
1735,WDAM – Hattiesburg News,https://www.wdam.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/wdam-hattiesburg-news-bias/,mediabiasfactcheck.com
1736,WDBJ – Roanoke,https://www.wdbj7.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/wdbj-roanoke/,mediabiasfactcheck.com
1737,WDIV ClickOnDetroit,https://www.clickondetroit.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wdiv-clickondetrioit/,mediabiasfactcheck.com
1738,WDSU – New Orleans News,https://www.wdsu.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/wdsu-new-orleans-news-bias/,mediabiasfactcheck.com
1739,WDTN – Dayton News,https://www.wdtn.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wdtn-dayton-news-bias/,mediabiasfactcheck.com
1740,WDTV – Weston News,https://www.wdtv.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/wdtv-weston-news-bias/,mediabiasfactcheck.com
1741,WDVM – DCW 50,https://www.localdvm.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wdvm-dcw-50/,mediabiasfactcheck.com
1742,We Are The Mighty,https://www.wearethemighty.com/,Usa,Center,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased091.png,https://mediabiasfactcheck.com/we-are-the-mighty/,mediabiasfactcheck.com
1743,WEAU 13 News,https://www.weau.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/weau-13-news/,mediabiasfactcheck.com
1744,WECT News 6,https://www.wect.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/wect-news-6/,mediabiasfactcheck.com
1745,WEHT – Evansville News,https://www.tristatehomepage.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/weht-evansville-news-bias/,mediabiasfactcheck.com
1746,WENY News,https://www.weny.com/,Usa,Center,High,Mostly free,Tv station,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/weny-news/,mediabiasfactcheck.com
1747,WESH – Orlando News,https://www.wesh.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/wesh-orlando-news-bias/,mediabiasfactcheck.com
1748,West Virginia Public Broadcasting,https://www.wvpublic.org/,Usa,Center,High,N/A,Tv station/radio station/website,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased011.png,https://mediabiasfactcheck.com/west-virginia-public-broadcasting-bias/,mediabiasfactcheck.com
1749,WETM – Elmira News,https://www.mytwintiers.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased071.png,https://mediabiasfactcheck.com/wetm/,mediabiasfactcheck.com
1750,WEVV – Evansville News,https://www.wevv.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wevv-evansville-news-bias/,mediabiasfactcheck.com
1751,WEWS – News 5 – Cleveland,N/A,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wews-news-5-cleveland/,mediabiasfactcheck.com
1752,WFFF – Burlington News,https://www.mychamplainvalley.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wfff-burlington-news-bias/,mediabiasfactcheck.com
1753,WFFT – Fort Wayne News,https://www.wfft.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wfft-fort-wayne-news-bias/,mediabiasfactcheck.com
1754,WFIE – Evansville News,https://www.14news.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/wfie-evansville-news-bias/,mediabiasfactcheck.com
1755,WFLA – Tampa Bay,https://www.wfla.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wfla-tampa-bay/,mediabiasfactcheck.com
1756,WFLX – West Palm Beach,https://www.wflx.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/wflx-west-palm-beach/,mediabiasfactcheck.com
1757,WFMYnews2.com,https://www.wfmynews2.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wfmynews2-com/,mediabiasfactcheck.com
1758,WFMZ – Allentown News,https://www.wfmz.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wfmz/,mediabiasfactcheck.com
1759,WFRV – Green Bay News,https://www.wearegreenbay.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wfrv-green-bay-news-bias/,mediabiasfactcheck.com
1760,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.wftv.com/news/local/congress-working-legislation-help-workers-recover-stolen-wages/C5WHSQNK4FD7PNSH3SXBCN7UIU/,www.wftv.com
1761,WFXR – Roanoke News,https://www.wfxrtv.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wfxr-roanoke-news-bias/,mediabiasfactcheck.com
1762,WFXT – Boston News,https://www.boston25news.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wfxt-boston-news-bias/,mediabiasfactcheck.com
1763,WGAL – Lancaster News,https://www.wgal.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/wgal-lancaster-news-bias/,mediabiasfactcheck.com
1764,WGHP Fox8,https://myfox8.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased071.png,https://mediabiasfactcheck.com/wghp-fox8/,mediabiasfactcheck.com
1765,WGMB – Baton Rouge News,https://www.brproud.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wgmb-baton-rouge-news-bias/,mediabiasfactcheck.com
1766,WGN News,https://wgntv.com/,Usa,Center,High,N/A,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wgn-news/,mediabiasfactcheck.com
1767,WGNO – New Orleans News,https://wgno.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wgno-new-orleans-news-bias/,mediabiasfactcheck.com
1768,WHAS – Louisville News,https://www.whas11.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/whas-louisville-news-bias/,mediabiasfactcheck.com
1769,WHBF – Quad Cities News,https://www.ourquadcities.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/whbf-quad-cities-news-bias/,mediabiasfactcheck.com
1770,WHBQ – Memphis News,https://www.fox13memphis.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/whbq-memphis-news-bias/,mediabiasfactcheck.com
1771,WHEC – Rochester News,https://www.whec.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/whec-rochester-news-bias/,mediabiasfactcheck.com
1772,WHIO – Dayton News,https://www.whio.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/whio-dayton-news-bias/,mediabiasfactcheck.com
1773,WHNT News 19,https://whnt.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/whnt-news-19/,mediabiasfactcheck.com
1774,WHO – Des Moines News,https://who13.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/who-des-moines-news-bias/,mediabiasfactcheck.com
1775,WHSV-TV,https://www.whsv.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/whsv-tv/,mediabiasfactcheck.com
1776,WHTM – Harrisburg News,https://www.abc27.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/whtm-harrisburg-news/,mediabiasfactcheck.com
1777,WIAT – CBS 42,https://www.cbs42.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wiat-cbs-42/,mediabiasfactcheck.com
1778,Wichita Eagle,https://www.kansas.com/,Usa,Center,High,N/A,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased091.png,https://mediabiasfactcheck.com/wichita-eagle/,mediabiasfactcheck.com
1779,WILX 10,https://www.wilx.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/wilx-10/,mediabiasfactcheck.com
1780,WINK – Fort Myers News,https://www.winknews.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/wink-fort-myers-news-bias/,mediabiasfactcheck.com
1781,Winter Haven News Chief,https://www.newschief.com/,Usa,Left-center,High,N/A,Newspaper,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter10.png,https://mediabiasfactcheck.com/winter-haven-news-chief-bias/,mediabiasfactcheck.com
1782,WIS – Columbia SC News,https://www.wistv.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/wis-columbia-sc-news/,mediabiasfactcheck.com
1783,WISC – Madison News,https://www.channel3000.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased041.png,https://mediabiasfactcheck.com/wisc-madison-news-bias/,mediabiasfactcheck.com
1784,WISN – Milwaukee News,https://www.wisn.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/wisn-milwaukee-news-bias/,mediabiasfactcheck.com
1785,WITN News,https://www.witn.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/witn-news/,mediabiasfactcheck.com
1786,WIVB – Buffalo,https://www.wivb.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wibv-buffalo/,mediabiasfactcheck.com
1787,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.wjcl.com/article/mercedes-conteras-savannah-shooting-death/40560165,www.wjcl.com
1788,WJHG News,https://www.wjhg.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/wjhg-news/,mediabiasfactcheck.com
1789,WJHL – Johnson City News,https://www.wjhl.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wjhl-johnson-city-news-bias/,mediabiasfactcheck.com
1790,WJTV – Jackson News,https://www.wjtv.com/,Usa,Center,High,N/A,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wjtv-jackson-news-bias/,mediabiasfactcheck.com
1791,WJW – Cleveland News,https://fox8.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wjw-cleveland-news-bias/,mediabiasfactcheck.com
1792,WJXT – News4Jax,https://www.news4jax.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wjxt-news4jax-bias/,mediabiasfactcheck.com
1793,WKBW – Buffalo News,https://www.wkbw.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wkbw-buffalo-news-bias/,mediabiasfactcheck.com
1794,WKMG – ClickOrlando,https://www.clickorlando.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wkmg-clickorlando-bias/,mediabiasfactcheck.com
1795,WKRG News 5,https://www.wkrg.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wkrg-news-5-bias/,mediabiasfactcheck.com
1796,WKYC – Cleveland News,https://www.wkyc.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wkyc-cleveland-news-bias/,mediabiasfactcheck.com
1797,WLBT – Jackson News,https://www.wlbt.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/wlbt-jackson-news-bias/,mediabiasfactcheck.com
1798,WLFI – Lafayette News,https://www.wlfi.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/wlfi-lafayette-news-bias/,mediabiasfactcheck.com
1799,WLKY – Louisville News,https://www.wlky.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/wlky-louisville-news-bias/,mediabiasfactcheck.com
